SAO_number  RA2000  Dec2000  Mag  Type1  Type2  Arcsec
159466  15.73454  -15.6723  5.50  A  5  441207.14
258857  21.14618  -88.9567  5.50  F  0  321244.30
049410  20.28207  +40.3659  5.50  K  5  232635.55
254871  20.82171  -68.7767  5.50  K  0  273210.63
258714  15.07960  -83.0383  5.50  K  0  341326.14
173122  7.172041  -27.4917  5.50  G  5  379950.31
058280  5.643915  +30.4923  5.50  A  2  307436.87
019466  21.51641  +60.4591  5.50  B  0  240816.03
142996  19.08264  -4.03143  5.50  K  0  265684.14
021677  0.754776  +55.2219  5.50  A  0  201572.16
149412  4.154950  -16.3856  5.50  B  3  228737.21
076485  4.180514  +26.4805  5.50  F  0  236767.23
124266  19.10613  +8.22992  5.50  M  6  264899.03
086819  19.11048  +28.6285  5.50  A  5  271539.60
028444  12.60649  +59.4867  5.50  M  4  432321.58
256355  6.942893  -79.4204  5.50  A  0  333256.96
039457  4.320357  +50.0489  5.50  A  5  266890.00
256344  6.857505  -70.9631  5.50  B  8  338990.10
241080  13.70031  -58.7870  5.50  B  9  424390.83
163445  20.32320  -19.1183  5.50  K  0  206366.05
024544  4.336540  +50.9213  5.50  B  3  268478.96
104668  19.27419  +14.5440  5.50  A  0  257484.11
082421  12.65205  +21.0622  5.50  K  0  564737.26
187992  19.34399  -22.4029  5.50  A  5  257115.24
143292  19.34324  -0.89219  5.50  B  9  251474.06
101545  15.42985  +15.4278  5.50  M  0  456931.13
151911  6.777517  -10.1075  5.50  A  0  365325.18
036617  0.740656  +47.8648  5.50  B  3  175781.84
025947  6.780430  +57.1691  5.50  G  5  346735.93
050824  21.42213  +46.7145  5.50  F  0  207481.78
078692  6.745957  +28.9704  5.50  K  0  359187.82
069803  20.30793  +36.9991  5.50  A  0  226862.35
164364  21.40311  -12.8783  5.50  A  5  146527.65
159411  15.64843  -19.3019  5.50  G  5  442891.14
119538  12.69925  +6.80666  5.50  A  0  603063.27
100654  13.65966  +10.7460  5.50  F  2  550878.08
011617  1.194847  +65.0189  5.50  B  8  238707.33
242793  15.64706  -52.3720  5.50  A  0  398358.14
206239  15.04970  -32.6436  5.50  B  3  453553.51
100497  13.28765  +13.6753  5.50  K  2  563347.84
170029  5.064796  -24.3870  5.50  A  2  278084.90
190295  21.40262  -20.8525  5.50  K  0  156214.96
078571  6.639715  +28.9848  5.50  A  0  354184.69
133469  6.609801  -5.21110  5.50  B  9  356792.40
215157  0.594757  -48.0001  5.50  F  8  175039.21
188192  19.49786  -26.9854  5.50  K  0  252322.00
196945  6.563732  -36.2327  5.50  K  2  348523.78
195948  5.547585  -38.5134  5.50  K  2  304901.54
248237  0.707900  -65.4679  5.50  F  5  237293.81
091340  23.55783  +22.4983  5.50  M  B  84266.22
225957  15.60333  -44.3962  5.50  K  5  413284.36
111845  4.475588  +1.38081  5.50  B  8  241706.73
181790  13.61344  -26.4954  5.50  A  2  520982.11
149674  4.485253  -13.0487  5.50  B  3  244429.07
164263  21.26241  -15.1711  5.50  M  0  155899.65
093978  4.510805  +15.6911  5.50  A  5  246732.48
143621  19.62982  -4.64752  5.50  F  2  236298.68
093979  4.510371  +13.7245  5.50  F  0  245975.18
206660  15.45507  -36.7679  5.50  B  5  430835.76
162883  19.67878  -16.2937  5.50  K  0  237227.12
028803  13.56861  +55.3483  5.50  A  0  437111.32
143678  19.67872  -0.62128  5.50  A  0  233355.72
025733  6.446918  +58.4174  5.50  K  2  336618.40
162931  19.72592  -15.4708  5.50  F  2  234408.86
094649  5.558787  +18.5405  5.50  B  3  301416.04
190129  21.22144  -27.6192  5.50  K  5  174829.82
087633  19.72859  +25.7716  5.50  G  5  240520.25
151401  6.356844  -11.7731  5.50  B  2  342863.12
257736  19.82378  -72.5033  5.50  A  3  295412.16
246271  19.80039  -56.3624  5.50  A  5  271556.04
073346  23.57705  +40.2362  5.50  A  0  146337.61
240367  12.91026  -57.1680  5.50  B  3  438455.02
131315  4.569881  -8.23130  5.50  M  0  247608.02
112861  5.520696  +3.29225  5.50  B  3  298160.68
131316  4.569920  -8.97026  5.50  K  2  247766.27
011615  1.190438  +64.2029  5.50  B  9  235907.09
246293  19.84570  -59.1939  5.50  A  2  274441.69
223760  12.92207  -42.9158  5.50  K  5  487174.18
159330  15.54359  -19.6701  5.50  A  2  447769.98
179577  11.14550  -28.0800  5.50  A  2  537662.41
202067  11.08177  -35.8045  5.50  A  0  511093.01
193173  1.548903  -36.8652  5.50  K  0  153642.67
147901  1.599705  -15.4000  5.50  K  0  101750.43
253101  15.31350  -60.4964  5.50  O  E  390861.20
251320  11.21252  -64.1700  5.50  B  8  414879.13
226693  16.37447  -49.5722  5.50  B  5  379903.40
091750  0.167295  +11.1452  5.50  B  8  41116.42
065290  16.42335  +37.3945  5.50  A  3  390902.88
065233  16.33200  +39.7088  5.50  F  2  392355.62
004453  1.641922  +73.0404  5.50  K  0  268643.53
141186  16.46207  -7.59805  5.50  M  0  406276.28
120955  15.35059  +0.71525  5.50  K  0  467056.95
020398  23.05919  +67.2099  5.50  K  0  244562.55
099525  11.26447  +13.3071  5.50  K  0  585996.94
121623  16.47600  +0.66502  5.50  K  2  406285.35
226813  16.49504  -46.2439  5.50  B  1  379425.01
037419  1.677727  +43.2970  5.50  F  0  175672.35
212416  20.77223  -39.1998  5.50  B  8  212567.01
238468  10.78269  -56.7571  5.50  B  8  436936.94
054655  1.394605  +37.7152  5.50  A  0  152497.65
258592  10.75434  -80.4690  5.50  K  0  356485.65
251115  10.77127  -64.5148  5.50  B  5  410731.48
011919  1.705709  +68.0437  5.50  A  0  253047.31
081485  10.71716  +26.3258  5.50  A  2  532088.93
226855  16.52820  -41.8176  5.50  B  1  382559.79
054912  1.700966  +35.2453  5.50  B  8  153072.58
029487  15.33479  +51.9589  5.50  A  3  407966.34
147144  0.202777  -17.9387  5.50  K  2  65469.67
008527  16.42865  +78.9634  5.50  A  3  339804.47
046147  16.52971  +45.5987  5.50  A  0  378830.72
129490  1.766446  -5.73340  5.50  G  5  97437.71
035039  23.00142  +56.9456  5.50  G  0  209533.11
118831  11.40063  +1.40780  5.50  G  5  615243.19
232519  1.768298  -50.8162  5.50  M  0  200075.13
094426  5.267824  +11.3413  5.50  A  0  285243.82
129204  1.276736  -2.50030  5.50  G  0  69506.94
156029  10.51650  -13.5882  5.50  B  9  554792.82
074482  1.094700  +21.4739  5.50  A  2  96458.94
054374  1.046969  +31.8043  5.50  B  9  126367.90
163036  19.84636  -10.7639  5.50  F  0  226198.33
008446  16.18044  +75.8778  5.50  B  8  347126.27
191550  22.99324  -29.4627  5.50  A  5  118061.65
251406  11.44316  -61.1154  5.50  B  5  426780.12
192884  1.040674  -31.5526  5.50  A  2  125430.21
195887  5.470913  -37.2300  5.50  A  0  301278.53
052512  22.93982  +41.6032  5.50  B  3  158459.85
022690  1.866502  +55.1476  5.50  B  3  214905.95
159793  16.23078  -11.8376  5.50  K  0  417352.26
208020  16.77991  -39.3779  5.50  K  0  374569.86
157899  13.38360  -17.7351  5.50  K  0  550644.51
237804  10.22306  -51.2331  5.50  A  5  446503.10
121895  16.83878  +7.24765  5.50  A  0  386192.31
141024  16.20202  -8.54759  5.50  A  3  419926.77
121911  16.85696  +1.21628  5.50  A  0  385711.92
258946  22.83975  -80.1242  5.50  B  5  290089.27
084687  16.91539  +20.9589  5.50  K  0  378600.44
208221  16.94386  -30.5804  5.50  M  6  372932.82
015542  11.53910  +61.0828  5.50  F  5  427275.02
208232  16.95305  -33.2591  5.50  K  5  371091.82
224969  14.50237  -45.3216  5.50  B  9  445993.94
061636  9.700081  +39.7581  5.50  K  0  465527.39
048917  19.86643  +47.0274  5.50  B  0  256819.15
111954  4.651695  +7.87107  5.50  F  0  251907.04
175777  8.415306  -23.1530  5.60  A  2  442499.70
255631  0.078182  -71.4362  5.60  B  9  257187.53
166103  0.192907  -27.7999  5.60  K  0  100576.84
109152  0.343293  +8.19026  5.60  K  0  34794.81
053860  0.400556  +38.5778  5.60  S  4  140292.76
215119  0.507231  -48.2144  5.60  F  0  175190.85
166367  0.561416  -29.5582  5.60  K  0  110268.28
054038  0.622549  +35.3997  5.60  G  5  131235.67
074182  0.665432  +21.4387  5.60  K  0  84774.49
004216  0.760841  +74.9886  5.60  A  2  271050.00
166555  0.769934  -22.5221  5.60  K  0  90621.49
092072  0.775838  +15.4753  5.60  M  0  69397.56
166647  0.877941  -24.0058  5.60  K  0  97891.03
248276  0.893844  -62.8718  5.60  M  B  229207.46
074359  0.916122  +23.6283  5.60  K  0  97683.60
074395  0.963936  +28.9925  5.60  K  0  115614.45
192870  1.021779  -38.9162  5.60  K  0  148952.50
092230  1.084825  +14.9469  5.60  F  2  79045.28
147606  1.101421  -9.83931  5.60  A  0  68972.16
074506  1.132555  +20.7396  5.60  A  2  95649.85
092283  1.163675  +19.6584  5.60  G  5  93808.26
109739  1.228856  +7.57535  5.60  A  5  71563.10
074647  1.352044  +28.7388  5.60  K  0  124803.19
092444  1.444903  +19.2401  5.60  K  0  103212.81
147886  1.577153  -15.6767  5.60  A  2  101262.91
092536  1.618316  +12.1419  5.60  F  0  97115.15
193261  1.700816  -36.8329  5.60  A  0  157504.76
248421  1.696662  -60.7892  5.60  K  0  229873.55
258273  1.624500  -84.7696  5.60  K  0  306852.18
232501  1.708151  -53.7406  5.60  G  0  207980.68
022696  1.869255  +50.7927  5.60  B  9  201913.42
037587  1.888164  +40.7291  5.60  K  0  173368.36
012097  2.050081  +64.3905  5.60  B  5  245497.82
129655  2.053239  +0.12841  5.60  A  5  110875.46
075238  2.261887  +25.0431  5.60  F  5  148533.31
037960  2.349498  +50.1512  5.60  A  0  210401.14
232717  2.331752  -55.9449  5.60  K  5  225672.74
110495  2.365727  +0.39577  5.60  M  0  127756.15
148354  2.367052  -10.7772  5.60  F  0  132836.07
129858  2.370092  -0.88498  5.60  A  5  128019.70
055687  2.596331  +34.6872  5.60  M  B  180879.03
038289  2.734768  +44.2972  5.60  G  5  206340.95
012517  2.932487  +61.5213  5.60  F  5  251767.56
093195  2.940593  +18.0236  5.60  F  5  168977.80
038493  2.997199  +47.2206  5.60  G  5  220590.95
168209  2.993378  -25.2741  5.60  F  2  180607.76
110921  3.039583  +4.35280  5.60  B  5  164719.50
130284  3.109292  -6.08865  5.60  M  0  168997.83
075757  3.160201  +29.0775  5.60  B  9  193443.05
075788  3.203956  +27.2572  5.60  A  0  192773.58
130408  3.306228  -0.93018  5.60  G  5  178559.11
075892  3.369979  +27.6077  5.60  K  0  200635.49
056419  3.408256  +33.5352  5.60  A  0  210439.53
056475  3.472434  +33.8073  5.60  A  0  213473.40
038862  3.481227  +49.8484  5.60  B  5  240231.98
148985  3.493345  -12.6749  5.60  A  2  192484.04
111246  3.543323  +9.37355  5.60  B  8  193396.08
233152  3.542975  -50.3787  5.60  K  0  243041.75
255998  3.499700  -78.3515  5.60  K  0  298581.14
056628  3.685515  +37.5803  5.60  B  5  227410.62
056675  3.742056  +36.4604  5.60  A  2  228134.13
076137  3.752701  +24.8399  5.60  B  8  215132.04
039085  3.766463  +45.6813  5.60  B  9  242340.22
194535  3.798903  -30.1684  5.60  G  5  222824.60
111469  3.866725  +6.53482  5.60  B  9  209639.69
216546  3.906412  -40.3570  5.60  +  +  239778.77
169110  4.093734  -27.6513  5.60  A  5  233699.83
057006  4.143492  +38.0398  5.60  F  8  246290.67
131001  4.172919  -6.92398  5.60  G  5  226116.38
013075  4.281564  +61.8504  5.60  B  8  281380.50
076541  4.306449  +21.5798  5.60  A  5  239361.60
093872  4.332690  +14.0356  5.60  F  0  236828.78
000691  4.450744  +80.8242  5.60  K  0  311013.26
057212  4.408092  +34.1300  5.60  B  8  253521.97
258372  4.299781  -80.2143  5.60  K  0  308891.64
249016  4.418147  -61.2383  5.60  K  5  283809.60
149797  4.655464  -14.3593  5.60  G  5  253757.12
169650  4.668554  -24.4825  5.60  K  0  258803.45
149888  4.793415  -16.9347  5.60  G  0  261760.75
039826  4.879941  +42.5868  5.60  A  0  279766.14
233709  4.848662  -53.4618  5.60  F  0  287350.33
024904  4.917530  +55.2593  5.60  A  0  290992.91
076862  4.969288  +25.0508  5.60  B  9  273689.19
040077  5.178589  +46.9622  5.60  F  5  293853.08
132024  5.358844  -0.41647  5.60  B  3  289378.29
040290  5.380647  +41.0299  5.60  A  3  298817.80
132057  5.395063  -0.15961  5.60  B  3  291333.78
094652  5.565060  +14.3057  5.60  B  3  301244.90
094671  5.587049  +10.2400  5.60  B  8  302057.09
132298  5.583588  -6.00931  5.60  B  1  301637.52
132359  5.609905  -6.06517  5.60  B  3  303053.15
256208  5.579075  -73.7413  5.60  M  B  317648.08
258421  5.619437  -80.4699  5.60  G  5  320602.71
150845  5.826801  -14.4839  5.60  G  5  314944.65
077625  5.849460  +27.9672  5.60  K  0  316820.70
094945  5.872856  +14.1712  5.60  B  9  317343.32
196266  5.875876  -37.6319  5.60  K  0  318692.24
196309  5.914588  -39.9586  5.60  K  5  320464.43
256248  5.837933  -79.3618  5.60  B  8  322384.78
196413  6.021211  -33.9119  5.60  K  5  324950.58
196459  6.072308  -32.1728  5.60  B  3  327304.76
113507  6.149417  +2.49951  5.60  A  0  332060.92
217753  6.169539  -40.3533  5.60  M  0  330975.55
013772  6.261282  +59.9996  5.60  K  0  331050.80
196653  6.283662  -37.7373  5.60  K  0  336109.55
196707  6.343405  -34.1446  5.60  B  2  339340.75
249532  6.377305  -69.9845  5.60  K  5  330963.75
059194  6.540896  +32.4548  5.60  A  0  348622.36
133369  6.530567  -8.15790  5.60  K  0  352358.79
133382  6.539758  -5.86886  5.60  A  5  352992.84
234551  6.521747  -51.8265  5.60  F  8  341379.41
095830  6.560038  +14.1554  5.60  K  0  353317.50
196955  6.576461  -32.7168  5.60  B  9  350161.62
196978  6.590030  -36.7803  5.60  B  9  349482.81
005946  6.770570  +79.5642  5.60  F  8  331487.35
114269  6.684827  +0.49532  5.60  B  9  360979.26
258451  6.667444  -80.8132  5.60  A  2  329725.60
234710  6.788542  -55.5400  5.60  K  2  347977.07
133718  6.821226  -2.27199  5.60  A  0  368310.54
197263  6.839817  -31.7064  5.60  B  8  362494.50
152055  6.888555  -19.0326  5.60  F  0  369314.64
059773  7.103215  +34.4736  5.60  G  5  372888.02
096535  7.139456  +15.9309  5.60  K  0  383098.94
079141  7.189739  +26.8563  5.60  A  2  381121.44
115119  7.238890  +3.11144  5.60  G  5  390798.22
041708  7.354861  +45.2288  5.60  F  0  374970.87
026312  7.381127  +55.2811  5.60  B  8  365844.04
041797  7.480992  +48.1832  5.60  B  9  376563.15
134775  7.513156  -9.77702  5.60  G  5  404458.77
096985  7.530113  +17.0852  5.60  K  0  402785.83
153118  7.601065  -14.4926  5.60  B  5  407542.29
060243  7.642452  +35.0484  5.60  G  5  395836.09
218852  7.638395  -48.6013  5.60  F  5  381470.16
198343  7.719996  -36.0506  5.60  B  8  398169.25
006378  8.003240  +73.9170  5.60  K  0  352703.62
250019  7.938500  -60.5262  5.60  K  2  373804.62
153924  8.177732  -13.7998  5.60  G  0  437803.08
080016  8.219136  +29.6560  5.60  A  0  426548.88
154150  8.355883  -20.0796  5.60  +  +  442457.91
026819  8.396819  +53.2197  5.60  A  2  398091.89
250235  8.454731  -70.0937  5.60  B  9  366388.11
258496  8.405553  -80.9146  5.60  K  0  343211.65
199308  8.507930  -32.1591  5.60  K  2  436012.81
097881  8.526594  +18.0947  5.60  M  0  452609.23
136044  8.567108  -2.15146  5.60  A  0  462508.01
136076  8.591156  -7.98223  5.60  A  2  462316.70
236151  8.656619  -53.4398  5.60  B  5  404777.30
098089  8.745849  +10.0813  5.60  A  0  469504.98
256543  8.688849  -78.9634  5.60  B  9  349622.44
136345  8.859564  -7.17713  5.60  A  2  476920.20
061125  8.904074  +30.5797  5.60  K  0  455006.59
014703  8.943752  +64.6045  5.60  G  5  386579.28
098250  8.959773  +15.5819  5.60  A  5  476530.44
061177  8.992403  +32.4189  5.60  G  5  455630.00
042682  9.090038  +48.5309  5.60  F  5  427072.05
200047  9.165679  -30.3655  5.60  A  3  466175.38
236723  9.215443  -59.4140  5.60  G  5  404290.91
098456  9.253853  +14.9412  5.60  K  0  491906.22
042876  9.477766  +45.6016  5.60  G  5  444757.96
237042  9.501454  -51.5173  5.60  B  8  430534.03
200561  9.619429  -32.1788  5.60  K  0  480290.51
098733  9.728866  +14.0217  5.60  M  0  516545.66
250721  9.848805  -62.7450  5.60  K  0  406014.76
061808  10.01683  +31.9234  5.60  G  5  494886.95
081154  10.04692  +21.9498  5.60  B  3  518354.99
258554  10.01217  -82.2143  5.60  A  0  348298.30
178644  10.30218  -28.9924  5.60  B  9  511762.86
221970  10.33796  -47.6994  5.60  K  0  459402.85
001701  10.49487  +84.2527  5.60  A  3  343101.71
238067  10.44696  -54.8776  5.60  K  0  438835.96
201442  10.49317  -30.6079  5.60  B  9  513413.48
062121  10.55855  +34.9887  5.60  A  2  502586.91
238271  10.62419  -58.7336  5.60  A  2  428613.03
099281  10.77342  +18.8911  5.60  K  0  553921.67
099282  10.77365  +14.1948  5.60  K  0  564898.96
156221  10.78111  -17.2961  5.60  A  0  558131.80
238557  10.87527  -57.2408  5.60  B  8  436271.32
156421  11.05414  -11.3031  5.60  K  0  582957.01
081692  11.14693  +24.6587  5.60  A  2  548657.10
099601  11.42670  +16.4569  5.60  F  2  581355.86
222883  11.58245  -49.1369  5.60  K  0  470045.42
222887  11.58701  -47.3722  5.60  M  0  476353.29
156802  11.64448  -13.2013  5.60  G  0  596805.80
251605  11.84094  -62.6490  5.60  A  2  422369.38
119111  11.91759  +8.44393  5.60  K  0  617279.65
239533  11.97091  -56.3175  5.60  B  8  445253.47
157041  12.01232  -10.4463  5.60  G  5  610387.81
062802  12.02767  +36.0415  5.60  K  0  518241.54
223235  12.13748  -48.6922  5.60  A  0  472588.93
223242  12.14842  -41.2319  5.60  B  3  499388.84
044127  12.33027  +48.9840  5.60  K  2  470988.10
239901  12.38033  -57.6761  5.60  B  8  439719.71
203508  12.47287  -39.0414  5.60  B  8  505515.60
100283  12.81506  +14.1222  5.60  A  0  581048.63
256983  12.82914  -71.9861  5.60  K  0  387276.72
240385  12.93256  -56.8355  5.60  O  E  439418.43
204132  13.11508  -35.8615  5.60  A  0  507271.61
252162  13.13536  -65.3068  5.60  O  A  408757.62
157806  13.23636  -19.9303  5.60  G  5  550927.65
157938  13.44530  -12.7075  5.60  K  2  558094.14
157998  13.54763  -15.3631  5.60  K  0  548634.13
258674  13.68229  -85.7863  5.60  A  2  337720.54
252387  13.62002  -61.6917  5.60  F  5  416184.84
224317  13.66659  -49.9503  5.60  M  B  452426.60
082942  13.67793  +19.9550  5.60  A  2  533843.35
241076  13.69578  -54.5607  5.60  B  9  437676.49
204739  13.69600  -33.5965  5.60  M  0  499607.54
120082  13.71771  +3.53790  5.60  K  0  554432.90
063739  13.78327  +38.5424  5.60  K  0  483488.13
204955  13.89249  -35.6647  5.60  F  2  488244.53
028928  13.89747  +53.7282  5.60  A  0  436820.54
158448  14.25677  -18.2009  5.60  B  9  511512.34
029165  14.47719  +49.8444  5.60  G  0  435335.80
101152  14.69545  +11.6603  5.60  G  5  497519.16
257206  14.88714  -73.1909  5.60  G  5  367733.79
242120  14.93817  -52.8091  5.60  A  2  416663.76
258713  15.03064  -83.2276  5.60  K  0  341080.81
158915  14.94617  -11.4099  5.60  K  0  484758.30
064449  14.99367  +39.2651  5.60  F  2  443720.32
045370  15.09056  +48.1508  5.60  A  0  422698.30
242287  15.18775  -55.3467  5.60  G  5  404809.90
120920  15.26361  +0.37229  5.60  A  3  471760.00
083768  15.33570  +29.6166  5.60  K  0  446202.24
140474  15.35212  -5.82506  5.60  K  2  466102.45
253136  15.38623  -60.6571  5.60  F  5  388961.05
257289  15.52525  -73.3894  5.60  B  5  359763.43
159335  15.54864  -16.8528  5.60  B  3  449828.23
064870  15.73316  +32.5156  5.60  K  0  425290.71
121170  15.75652  +5.44702  5.60  A  0  444527.88
206962  15.77891  -34.6823  5.60  B  8  420661.15
140775  15.81574  -3.81843  5.60  A  3  441654.00
101771  15.84494  +15.1339  5.60  M  7  435878.30
183931  15.92503  -26.2651  5.60  A  2  423415.08
045790  15.92516  +42.5667  5.60  B  8  404551.72
159715  16.12674  -12.7453  5.60  A  0  422450.17
184144  16.13541  -26.3267  5.60  M  0  413481.40
008417  16.05863  +76.7930  5.60  A  0  346979.26
101939  16.12716  +9.89171  5.60  A  5  423503.13
207403  16.16462  -33.5461  5.60  B  8  405570.65
121431  16.22097  +5.02106  5.60  K  0  419670.19
141066  16.26039  -8.36955  5.60  G  0  416866.53
226650  16.32158  -42.6738  5.60  A  2  389613.99
029874  16.28751  +59.7541  5.60  M  B  369398.00
017073  16.39639  +61.6962  5.60  G  5  364115.10
257409  16.57190  -70.9887  5.60  K  0  348597.30
121676  16.54321  +5.52123  5.60  B  8  402280.74
226953  16.60621  -42.8599  5.60  B  1  378588.34
030012  16.60316  +52.9007  5.60  A  0  368844.03
030013  16.60388  +52.9244  5.60  A  2  368798.66
227049  16.68897  -48.7623  5.60  O  E  370139.28
160052  16.69820  -19.9242  5.60  F  5  389932.59
102476  16.92285  +18.4338  5.60  K  2  379107.14
184822  16.94669  -23.1508  5.60  A  0  376194.69
141513  17.09221  -0.89216  5.60  B  3  373010.33
160324  17.16332  -10.5234  5.60  F  5  368408.73
208521  17.20458  -39.5061  5.60  A  0  357045.16
102646  17.20770  +10.5856  5.60  K  5  366043.72
227816  17.31755  -46.6337  5.60  K  0  349233.23
257491  17.36831  -70.1237  5.60  B  8  335550.70
122465  17.52250  +2.72451  5.60  G  0  349750.61
085182  17.53046  +28.4072  5.60  A  0  346290.46
102912  17.55630  +19.2568  5.60  F  5  346611.59
209172  17.71411  -36.9450  5.60  K  2  336331.29
103033  17.69966  +15.9522  5.60  F  5  339593.76
085344  17.70781  +24.5642  5.60  K  5  338344.39
103106  17.78552  +17.6979  5.60  A  0  335030.86
085464  17.83966  +29.3225  5.60  K  0  331547.34
141979  17.94655  -4.08198  5.60  K  0  326877.11
209803  18.16824  -30.7280  5.60  K  0  316190.60
254189  18.26139  -63.0555  5.60  K  0  317608.69
123353  18.31935  +7.25978  5.60  K  0  306895.67
257584  18.39335  -75.0448  5.60  A  0  318526.75
210075  18.39134  -36.2386  5.60  K  0  306965.09
210197  18.47417  -38.9950  5.60  A  2  304119.11
123516  18.46636  +6.19408  5.60  B  8  298966.24
017958  18.62593  +62.5268  5.60  A  0  308460.85
229299  18.81406  -43.6807  5.60  A  2  292325.60
229307  18.82634  -43.4345  5.60  B  9  291715.64
031217  18.85973  +52.9754  5.60  G  5  296196.32
161984  18.92521  -16.3765  5.60  F  5  276100.21
047909  18.91447  +41.6028  5.60  K  0  287230.41
124089  18.95466  +2.53534  5.60  B  8  272502.74
162326  19.22091  -12.2821  5.60  K  0  259627.84
254515  19.28662  -66.6615  5.60  A  2  296914.08
086987  19.25488  +21.2321  5.60  A  3  260993.30
211175  19.32775  -35.4217  5.60  B  5  265978.66
188105  19.42496  -23.9629  5.60  K  2  253967.99
188121  19.43868  -21.7768  5.60  K  0  252103.59
246110  19.46332  -54.3254  5.60  K  2  278670.51
104831  19.43708  +20.0973  5.60  A  0  251340.00
031782  19.57218  +51.2368  5.60  F  5  271777.46
162827  19.62623  -14.3011  5.60  F  8  239073.90
031822  19.61375  +50.1991  5.60  S  4  269223.06
211541  19.76709  -31.9081  5.60  B  8  243857.08
048892  19.84372  +40.5992  5.60  B  2  249712.40
143883  19.88859  -3.11440  5.60  +  +  222183.11
125219  19.91240  +0.27377  5.60  A  0  220729.28
105522  20.00097  +17.5167  5.60  M  B  221433.76
125403  20.06899  +7.27796  5.60  K  0  213273.65
018700  20.09247  +61.9950  5.60  K  0  273042.51
144181  20.22052  -1.00939  5.60  K  2  204113.10
018807  20.32686  +62.2578  5.60  B  9  268389.78
230177  20.37434  -42.0490  5.60  A  0  231764.12
049741  20.52186  +49.2207  5.60  M  0  238988.61
003408  20.47067  +81.4222  5.60  K  0  305435.58
049804  20.56527  +46.6930  5.60  B  9  233051.79
049946  20.69902  +41.7172  5.60  B  8  219641.66
019004  20.71977  +66.6574  5.60  A  5  269986.65
106458  20.75780  +18.0904  5.60  M  B  183892.58
126222  20.79672  +6.00832  5.60  A  0  173991.28
050073  20.79709  +47.8318  5.60  K  0  227996.69
003467  20.79260  +80.5520  5.60  K  0  301347.81
050182  20.88840  +45.1818  5.60  K  0  219873.21
106712  20.97387  +10.8391  5.60  K  0  167010.48
089332  20.97129  +22.3252  5.60  K  5  178280.29
230523  21.10706  -41.3868  5.60  K  0  205065.61
033210  21.19678  +59.9860  5.60  B  2  245504.45
050713  21.32463  +49.5104  5.60  B  5  216844.72
230692  21.45044  -42.5473  5.60  A  3  196730.69
127002  21.70424  +5.68019  5.60  M  0  125437.42
071643  21.72377  +38.2834  5.60  A  0  178143.60
019642  21.79033  +60.6926  5.60  M  0  236896.65
255080  21.83347  -64.7124  5.60  K  0  247978.74
090065  21.87497  +28.7939  5.60  F  5  150872.73
107528  21.94895  +12.0767  5.60  A  2  118198.73
213452  21.98824  -38.3955  5.60  K  0  170454.01
145836  22.05451  -6.52242  5.60  G  5  107419.78
247303  22.09741  -59.6365  5.60  K  5  229089.06
090217  22.09297  +28.9634  5.60  A  0  143330.39
072064  22.15371  +33.1724  5.60  K  0  151815.08
190976  22.22907  -25.1801  5.60  F  8  129454.59
258020  22.29721  -77.5113  5.60  A  5  283495.97
191105  22.39192  -24.7628  5.60  K  0  122501.63
213981  22.64768  -33.0815  5.60  A  0  137495.85
034858  22.82951  +55.9029  5.60  K  0  207688.38
052465  22.89443  +44.7499  5.60  A  0  169577.79
072851  22.92902  +36.3516  5.60  B  9  141445.74
090896  22.95773  +20.7689  5.60  G  0  92828.19
127881  22.99098  +0.96282  5.60  K  0  54596.00
247683  23.01876  -50.9505  5.60  K  2  188853.91
255395  23.08111  -68.8205  5.60  F  0  250048.59
146498  23.08608  -7.69375  5.60  F  0  56463.77
214313  23.11483  -38.8920  5.60  A  0  146711.94
052711  23.12753  +46.3873  5.60  K  5  172039.17
127993  23.14467  +2.12781  5.60  G  5  46806.68
035186  23.16229  +59.3323  5.60  A  3  216516.43
035236  23.22137  +57.1682  5.60  K  2  208550.10
010671  23.26044  +70.8880  5.60  A  3  256531.63
035285  23.27844  +53.2133  5.60  F  8  194298.66
258970  23.46780  -87.4823  5.60  K  0  315024.21
247867  23.42200  -56.8495  5.60  K  0  206191.93
247882  23.45413  -58.4754  5.60  K  0  211800.52
053039  23.45200  +42.9112  5.60  B  9  156748.60
010737  23.45460  +70.3591  5.60  A  2  254043.99
003916  23.45032  +87.3077  5.60  F  0  314407.22
128281  23.60646  +2.10211  5.60  F  5  22553.49
165834  23.69297  -18.0271  5.60  K  0  66914.48
146915  23.79900  -2.76152  5.60  K  0  14714.28
020869  23.81390  +62.2146  5.60  A  2  224101.26
208977  17.57845  -32.5811  5.70  O  E  343168.46
129798  2.283062  -6.42219  5.70  G  5  125174.13
058040  5.452310  +30.2083  5.70  B  9  298463.80
089678  21.39965  +24.2740  5.70  F  0  161625.68
153149  7.611395  -19.7022  5.70  B  3  405626.81
000693  4.500049  +83.3405  5.70  G  5  314843.34
089685  21.40943  +26.1743  5.70  F  0  164395.28
084281  16.27918  +29.1509  5.70  A  0  404466.39
129752  2.213199  -2.39362  5.70  G  0  119787.10
160653  17.57958  -11.2415  5.70  B  8  346267.86
110390  2.189198  +8.56983  5.70  G  0  121738.23
198237  7.645520  -36.4964  5.70  B  5  394614.38
255557  23.73667  -64.4042  5.70  K  5  232091.01
145384  21.42138  -3.55682  5.70  K  0  139741.50
198265  7.662164  -38.1396  5.70  B  5  393706.96
