CenterRa CenterDec StarDensity
309.9999 -45.00000 4
309.9999 -40.00000 6
309.9999 -35.00000 4
309.9999 -30.00000 5
309.9999 -25.00000 3
309.9999 -20.00000 4
309.9999 -15.00000 5
309.9999 -10.00000 3
309.9999 -05.00000 4
309.9999 +00.00000 2
309.9999 +05.00000 2
309.9999 +10.00000 6
309.9999 +15.00000 10
309.9999 +20.00000 8
309.9999 +25.00000 7
309.9999 +30.00000 8
309.9999 +35.00000 10
309.9999 +40.00000 11
309.9999 +45.00000 19
309.9999 +50.00000 13
309.9999 +55.00000 8
309.9999 +60.00000 14
309.9999 +65.00000 20
309.9999 +70.00000 15
309.9999 +75.00000 8
309.9999 +80.00000 23
309.9999 +85.00000 72
315.0000 -85.00000 59
315.0000 -80.00000 29
315.0000 -75.00000 13
315.0000 -70.00000 11
315.0000 -65.00000 9
315.0000 -60.00000 5
315.0000 -55.00000 7
315.0000 -50.00000 7
315.0000 -45.00000 4
315.0000 -40.00000 8
315.0000 -35.00000 7
315.0000 -30.00000 7
315.0000 -25.00000 5
315.0000 -20.00000 5
315.0000 -15.00000 5
315.0000 -10.00000 5
315.0000 -05.00000 4
315.0000 +00.00000 0
315.0000 +05.00000 3
315.0000 +10.00000 5
315.0000 +15.00000 6
315.0000 +20.00000 1
315.0000 +25.00000 4
315.0000 +30.00000 7
315.0000 +35.00000 7
315.0000 +40.00000 11
315.0000 +45.00000 16
315.0000 +50.00000 16
315.0000 +55.00000 10
315.0000 +60.00000 11
315.0000 +65.00000 10
315.0000 +70.00000 13
315.0000 +75.00000 17
315.0000 +80.00000 33
315.0000 +85.00000 78
319.9999 -85.00000 65
319.9999 -80.00000 33
319.9999 -75.00000 13
319.9999 -70.00000 13
319.9999 -65.00000 9
319.9999 -60.00000 4
319.9999 -55.00000 5
319.9999 -50.00000 3
319.9999 -45.00000 5
319.9999 -40.00000 7
319.9999 -35.00000 5
319.9999 -30.00000 3
319.9999 -25.00000 6
319.9999 -20.00000 9
319.9999 -15.00000 4
319.9999 -10.00000 2
319.9999 -05.00000 4
319.9999 +00.00000 1
319.9999 +05.00000 3
319.9999 +10.00000 4
319.9999 +15.00000 1
319.9999 +20.00000 4
319.9999 +25.00000 3
319.9999 +30.00000 5
319.9999 +35.00000 9
319.9999 +40.00000 13
319.9999 +45.00000 15
319.9999 +50.00000 17
319.9999 +55.00000 9
319.9999 +60.00000 17
319.9999 +65.00000 17
319.9999 +70.00000 16
319.9999 +75.00000 22
319.9999 +80.00000 29
319.9999 +85.00000 78
324.9999 -85.00000 85
324.9999 -80.00000 33
324.9999 -75.00000 13
324.9999 -70.00000 13
324.9999 -65.00000 9
324.9999 -60.00000 5
324.9999 -55.00000 4
324.9999 -50.00000 2
324.9999 -45.00000 4
324.9999 -40.00000 6
324.9999 -35.00000 4
324.9999 -30.00000 3
324.9999 -25.00000 3
324.9999 -20.00000 6
324.9999 -15.00000 6
324.9999 -10.00000 5
324.9999 -05.00000 4
324.9999 +00.00000 2
324.9999 +05.00000 4
324.9999 +10.00000 3
324.9999 +15.00000 2
324.9999 +20.00000 5
324.9999 +25.00000 6
324.9999 +30.00000 5
324.9999 +35.00000 5
324.9999 +40.00000 8
324.9999 +45.00000 11
324.9999 +50.00000 11
324.9999 +55.00000 13
324.9999 +60.00000 22
324.9999 +65.00000 23
324.9999 +70.00000 20
324.9999 +75.00000 26
324.9999 +80.00000 36
324.9999 +85.00000 85
330.0000 -85.00000 92
330.0000 -80.00000 42
330.0000 -75.00000 15
330.0000 -70.00000 10
330.0000 -65.00000 9
330.0000 -60.00000 8
330.0000 -55.00000 5
330.0000 -50.00000 2
330.0000 -45.00000 4
330.0000 -40.00000 4
330.0000 -35.00000 7
330.0000 -30.00000 5
330.0000 -25.00000 3
330.0000 -20.00000 2
330.0000 -15.00000 5
330.0000 -10.00000 4
330.0000 -05.00000 3
330.0000 +00.00000 4
330.0000 +05.00000 4
330.0000 +10.00000 5
330.0000 +15.00000 4
330.0000 +20.00000 4
330.0000 +25.00000 6
330.0000 +30.00000 7
330.0000 +35.00000 4
330.0000 +40.00000 8
330.0000 +45.00000 8
330.0000 +50.00000 8
330.0000 +55.00000 15
330.0000 +60.00000 27
330.0000 +65.00000 23
330.0000 +70.00000 21
330.0000 +75.00000 31
330.0000 +80.00000 33
330.0000 +85.00000 85
334.9999 -85.00000 92
334.9999 -80.00000 52
334.9999 -75.00000 15
334.9999 -70.00000 10
334.9999 -65.00000 8
334.9999 -60.00000 8
334.9999 -55.00000 6
334.9999 -50.00000 4
334.9999 -45.00000 6
334.9999 -40.00000 6
334.9999 -35.00000 5
334.9999 -30.00000 7
334.9999 -25.00000 5
334.9999 -20.00000 3
334.9999 -15.00000 2
334.9999 -10.00000 4
334.9999 -05.00000 4
334.9999 +00.00000 6
334.9999 +05.00000 5
334.9999 +10.00000 4
334.9999 +15.00000 1
334.9999 +20.00000 1
334.9999 +25.00000 4
334.9999 +30.00000 7
334.9999 +35.00000 4
334.9999 +40.00000 6
334.9999 +45.00000 8
334.9999 +50.00000 8
334.9999 +55.00000 16
334.9999 +60.00000 26
334.9999 +65.00000 19
334.9999 +70.00000 21
334.9999 +75.00000 26
334.9999 +80.00000 36
334.9999 +85.00000 72
339.9999 -85.00000 92
339.9999 -80.00000 46
339.9999 -75.00000 15
339.9999 -70.00000 10
339.9999 -65.00000 6
339.9999 -60.00000 6
339.9999 -55.00000 7
339.9999 -50.00000 8
339.9999 -45.00000 6
339.9999 -40.00000 6
339.9999 -35.00000 6
339.9999 -30.00000 7
339.9999 -25.00000 3
339.9999 -20.00000 3
339.9999 -15.00000 5
339.9999 -10.00000 2
339.9999 -05.00000 2
339.9999 +00.00000 5
339.9999 +05.00000 2
339.9999 +10.00000 3
339.9999 +15.00000 2
339.9999 +20.00000 2
339.9999 +25.00000 2
339.9999 +30.00000 3
339.9999 +35.00000 4
339.9999 +40.00000 11
339.9999 +45.00000 12
339.9999 +50.00000 9
339.9999 +55.00000 11
339.9999 +60.00000 19
339.9999 +65.00000 19
339.9999 +70.00000 21
339.9999 +75.00000 28
339.9999 +80.00000 33
339.9999 +85.00000 59
345.0000 -85.00000 92
345.0000 -80.00000 52
345.0000 -75.00000 15
345.0000 -70.00000 10
345.0000 -65.00000 10
345.0000 -60.00000 8
345.0000 -55.00000 10
345.0000 -50.00000 8
345.0000 -45.00000 8
345.0000 -40.00000 7
345.0000 -35.00000 4
345.0000 -30.00000 7
345.0000 -25.00000 6
345.0000 -20.00000 4
345.0000 -15.00000 3
345.0000 -10.00000 4
345.0000 -05.00000 4
345.0000 +00.00000 2
345.0000 +05.00000 5
345.0000 +10.00000 5
345.0000 +15.00000 3
345.0000 +20.00000 4
345.0000 +25.00000 4
345.0000 +30.00000 3
345.0000 +35.00000 2
345.0000 +40.00000 13
345.0000 +45.00000 15
345.0000 +50.00000 9
345.0000 +55.00000 10
345.0000 +60.00000 13
345.0000 +65.00000 9
345.0000 +70.00000 20
345.0000 +75.00000 26
345.0000 +80.00000 26
345.0000 +85.00000 59
349.9999 -85.00000 92
349.9999 -80.00000 46
349.9999 -75.00000 24
349.9999 -70.00000 10
349.9999 -65.00000 10
349.9999 -60.00000 5
349.9999 -55.00000 8
349.9999 -50.00000 6
349.9999 -45.00000 9
349.9999 -40.00000 7
349.9999 -35.00000 2
349.9999 -30.00000 4
349.9999 -25.00000 5
349.9999 -20.00000 3
349.9999 -15.00000 2
349.9999 -10.00000 4
349.9999 -05.00000 4
349.9999 +00.00000 3
349.9999 +05.00000 4
349.9999 +10.00000 5
349.9999 +15.00000 2
349.9999 +20.00000 3
349.9999 +25.00000 4
349.9999 +30.00000 3
349.9999 +35.00000 4
349.9999 +40.00000 8
349.9999 +45.00000 13
349.9999 +50.00000 9
349.9999 +55.00000 8
349.9999 +60.00000 11
349.9999 +65.00000 13
349.9999 +70.00000 18
349.9999 +75.00000 22
349.9999 +80.00000 33
349.9999 +85.00000 52
354.9999 -85.00000 78
354.9999 -80.00000 46
354.9999 -75.00000 19
354.9999 -70.00000 10
354.9999 -65.00000 10
354.9999 -60.00000 9
354.9999 -55.00000 7
354.9999 -50.00000 7
354.9999 -45.00000 3
354.9999 -40.00000 3
354.9999 -35.00000 2
354.9999 -30.00000 2
354.9999 -25.00000 1
354.9999 -20.00000 6
354.9999 -15.00000 8
354.9999 -10.00000 2
354.9999 -05.00000 1
354.9999 +00.00000 5
354.9999 +05.00000 5
354.9999 +10.00000 4
354.9999 +15.00000 2
354.9999 +20.00000 2
354.9999 +25.00000 4
354.9999 +30.00000 4
354.9999 +35.00000 5
354.9999 +40.00000 8
354.9999 +45.00000 8
354.9999 +50.00000 8
354.9999 +55.00000 11
354.9999 +60.00000 20
354.9999 +65.00000 16
354.9999 +70.00000 15
354.9999 +75.00000 22
354.9999 +80.00000 29
354.9999 +85.00000 59
